"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.813005,128.618373,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199520773","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525153794","199520773"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.813029,128.618377,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199520793","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525208717","199520793"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.813048,128.618316,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199520805","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525200973","199520805"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.812986,128.618391,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199521031","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525188644","199521031"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.813511,128.618291,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199521212","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525203823","199521212"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.812914,128.618478,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199521244","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525239868","199521244"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.813047,128.618322,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199521525","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525152994","199521525"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.812827,128.618302,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199521619","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525187724","199521619"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.812662,128.618329,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199521633","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525208728","199521633"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.812707,128.618442,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199521644","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525239873","199521644"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.812783,128.618564,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199521724","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525204888","199521724"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hynobius geojeensis",34.812713,128.618484,"ASIA","Gyeongsangnam-do",2024,2,17,"cdc,cdround","https://www.inaturalist.org/observations/199522227","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525162777","199522227"
